CHR_ID	CHR_POS	LINK	STUDY	Analyzed Phenotype	NHGRI Phenotype	Unnamed: 0	allelotype	phenotype	add_log_OR	add_p	add_se	gen_1_log_OR	gen_1_p	gen_1_se	gen_2_log_OR	gen_2_p	gen_2_se	aic_add	aic_gen	aic_diff	description	gene
6	32601914	www.ncbi.nlm.nih.gov/pubmed/18758464	Loci on 20q13 and 21q22 are associated with pediatric-onset inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	20370	DQA1_301	HC95	-0.2027306	8.37E-08	0.0307299	-0.2563504	1.11E-08	0.0370767	-0.2233391	1	0.0890362	41140	41135	-5	inflammatory bowel disease	HLA-DQA1
6	32644620	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	1470	DQA1_101	HC95	0.1395574	0.010456187	0.0316441	0.1143301	0.946784217	0.0374693	0.379702	0.176700662	0.0993761	41354	41354	0	inflammatory bowel disease	HLA-DQA1
6	32644620	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	20370	DQA1_301	HC95	-0.2027306	8.37E-08	0.0307299	-0.2563504	1.11E-08	0.0370767	-0.2233391	1	0.0890362	41140	41135	-5	inflammatory bowel disease	HLA-DQA1
6	32638107	www.ncbi.nlm.nih.gov/pubmed/28008999	Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.	inflammatory bowel disease	Inflammatory bowel disease	1470	DQA1_101	HC95	0.1395574	0.010456187	0.0316441	0.1143301	0.946784217	0.0374693	0.379702	0.176700662	0.0993761	41354	41354	0	inflammatory bowel disease	HLA-DQA1
6	32638107	www.ncbi.nlm.nih.gov/pubmed/28008999	Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.	inflammatory bowel disease	Inflammatory bowel disease	20370	DQA1_301	HC95	-0.2027306	8.37E-08	0.0307299	-0.2563504	1.11E-08	0.0370767	-0.2233391	1	0.0890362	41140	41135	-5	inflammatory bowel disease	HLA-DQA1
6	32644620	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	19020	DQB1_302	HC95	-0.2481336	5.44E-06	0.0419177	-0.2837693	1.43E-06	0.0461463	-0.1924945	1	0.1708113	41370	41369	-1	inflammatory bowel disease	HLA-DQB1
6	32644620	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	9840	DRB1_404	HC95	-0.4209	1.61E-05	0.07344	-0.462	2.97E-06	0.07669	0.1022	1	0.4113	41032	41030	-2	inflammatory bowel disease	HLA-DRB1
6	32644620	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	inflammatory bowel disease	Inflammatory bowel disease	38190	DRB1_103	HC95	0.9702422	2.29E-57	0.0586176	0.97321	6.92E-13	0.0612553	1.8791212	0.00413989	0.3914816	41093	41095	2	inflammatory bowel disease	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/21699788	HLA-Cw*1202-B*5201-DRB1*1502 haplotype increases risk for ulcerative colitis but reduces risk for Crohn's disease.	inflammatory bowel disease	Ulcerative colitis or Crohn's disease	9840	DRB1_404	HC95	-0.4209	1.61E-05	0.07344	-0.462	2.97E-06	0.07669	0.1022	1	0.4113	41032	41030	-2	inflammatory bowel disease	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/21699788	HLA-Cw*1202-B*5201-DRB1*1502 haplotype increases risk for ulcerative colitis but reduces risk for Crohn's disease.	inflammatory bowel disease	Ulcerative colitis or Crohn's disease	38190	DRB1_103	HC95	0.9702422	2.29E-57	0.0586176	0.97321	6.92E-13	0.0612553	1.8791212	0.00413989	0.3914816	41093	41095	2	inflammatory bowel disease	HLA-DRB1
6	32638107	www.ncbi.nlm.nih.gov/pubmed/18204098	Association of systemic lupus erythematosus with C8orf13-BLK and ITGAM-ITGAX.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	27452	DQA1_501	HC352	0.331974	0.004198122	0.072238	0.455516	0.002106657	0.095532	0.446022	1	0.194414	6863.1	6861.1	-2	systemic lupus erythematosis/sle	HLA-DQA1
6	32696681	www.ncbi.nlm.nih.gov/pubmed/21408207	Differential genetic associations for systemic lupus erythematosus based on anti-dsDNA autoantibody production.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	27452	DQA1_501	HC352	0.331974	0.004198122	0.072238	0.455516	0.002106657	0.095532	0.446022	1	0.194414	6863.1	6861.1	-2	systemic lupus erythematosis/sle	HLA-DQA1
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	27452	DQA1_501	HC352	0.331974	0.004198122	0.072238	0.455516	0.002106657	0.095532	0.446022	1	0.194414	6863.1	6861.1	-2	systemic lupus erythematosis/sle	HLA-DQA1
6	32638107	www.ncbi.nlm.nih.gov/pubmed/26316170	Identification of a New Susceptibility Locus for Systemic Lupus Erythematosus on Chromosome 12 in Individuals of European Ancestry.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	27452	DQA1_501	HC352	0.331974	0.004198122	0.072238	0.455516	0.002106657	0.095532	0.446022	1	0.194414	6863.1	6861.1	-2	systemic lupus erythematosis/sle	HLA-DQA1
		www.ncbi.nlm.nih.gov/pubmed/24871463	GWAS identifies novel SLE susceptibility genes and explains the association of the HLA region.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	27452	DQA1_501	HC352	0.331974	0.004198122	0.072238	0.455516	0.002106657	0.095532	0.446022	1	0.194414	6863.1	6861.1	-2	systemic lupus erythematosis/sle	HLA-DQA1
6	32714358	www.ncbi.nlm.nih.gov/pubmed/26502338	Genetic association analyses implicate aberrant regulation of innate and adaptive immunity genes in the pathogenesis of systemic lupus erythematosus.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	4502	DQB1_201	HC352	0.561353	6.94E-10	0.077018	0.6684697	7.97E-09	0.095979	0.8294871	0.511501915	0.2379378	6846.5	6845	-1.5	systemic lupus erythematosis/sle	HLA-DQB1
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	4502	DQB1_201	HC352	0.561353	6.94E-10	0.077018	0.6684697	7.97E-09	0.095979	0.8294871	0.511501915	0.2379378	6846.5	6845	-1.5	systemic lupus erythematosis/sle	HLA-DQB1
6	32689659	www.ncbi.nlm.nih.gov/pubmed/26316170	Identification of a New Susceptibility Locus for Systemic Lupus Erythematosus on Chromosome 12 in Individuals of European Ancestry.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	4502	DQB1_201	HC352	0.561353	6.94E-10	0.077018	0.6684697	7.97E-09	0.095979	0.8294871	0.511501915	0.2379378	6846.5	6845	-1.5	systemic lupus erythematosis/sle	HLA-DQB1
		www.ncbi.nlm.nih.gov/pubmed/24871463	GWAS identifies novel SLE susceptibility genes and explains the association of the HLA region.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	4502	DQB1_201	HC352	0.561353	6.94E-10	0.077018	0.6684697	7.97E-09	0.095979	0.8294871	0.511501915	0.2379378	6846.5	6845	-1.5	systemic lupus erythematosis/sle	HLA-DQB1
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	19622	A_101	HC352	0.358458	0.001731707	0.074649	0.4322098	0.006564523	0.0957679	0.5589283	1	0.2062258	6915.9	6916.4	0.5	systemic lupus erythematosis/sle	HLA-A
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	19622	A_101	HC352	0.358458	0.001731707	0.074649	0.4322098	0.006564523	0.0957679	0.5589283	1	0.2062258	6915.9	6916.4	0.5	systemic lupus erythematosis/sle	HLA-A
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	connective tissue disorder	Systemic lupus erythematosus	19443	A_101	HC136	0.149553	0.012647212	0.034412	0.164273	0.089872253	0.042765	0.259741	1	0.097719	28693	28695	2	connective tissue disorder	HLA-A
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	connective tissue disorder	Systemic lupus erythematosus	19443	A_101	HC136	0.149553	0.012647212	0.034412	0.164273	0.089872253	0.042765	0.259741	1	0.097719	28693	28695	2	connective tissue disorder	HLA-A
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	29342	B_801	HC352	0.5844802	8.30E-11	0.077214	0.6374747	9.36E-08	0.096706	1.0340828	0.007958891	0.2221807	6884.7	6885.9	1.2	systemic lupus erythematosis/sle	HLA-B
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	29342	B_801	HC352	0.5844802	8.30E-11	0.077214	0.6374747	9.36E-08	0.096706	1.0340828	0.007958891	0.2221807	6884.7	6885.9	1.2	systemic lupus erythematosis/sle	HLA-B
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	connective tissue disorder	Systemic lupus erythematosus	29163	B_801	HC136	0.27461	2.68E-10	0.037019	0.295338	4.89E-08	0.044133	0.471515	0.109833499	0.118947	28576	28577	1	connective tissue disorder	HLA-B
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	connective tissue disorder	Systemic lupus erythematosus	29163	B_801	HC136	0.27461	2.68E-10	0.037019	0.295338	4.89E-08	0.044133	0.471515	0.109833499	0.118947	28576	28577	1	connective tissue disorder	HLA-B
		www.ncbi.nlm.nih.gov/pubmed/26606652	Genome-Wide Association Study in an Amerindian Ancestry Population Reveals Novel Systemic Lupus Erythematosus Risk Loci and the Role of European Admixture.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
6	32606214	www.ncbi.nlm.nih.gov/pubmed/23273568	"Meta-analysis followed by replication identifies loci in or near CDKN1B, TET3, CD80, DRAM1, and ARID5B as associated with systemic lupus erythematosus in Asians."	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
6	32608701	www.ncbi.nlm.nih.gov/pubmed/19838193	Genome-wide association study in a Chinese Han population identifies nine new susceptibility loci for systemic lupus erythematosus.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
		www.ncbi.nlm.nih.gov/pubmed/24871463	GWAS identifies novel SLE susceptibility genes and explains the association of the HLA region.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
6	32440720	www.ncbi.nlm.nih.gov/pubmed/19838195	"A large-scale replication study identifies TNIP1, PRDM1, JAZF1, UHRF1BP1 and IL10 as risk loci for systemic lupus erythematosus."	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19838195	"A large-scale replication study identifies TNIP1, PRDM1, JAZF1, UHRF1BP1 and IL10 as risk loci for systemic lupus erythematosus."	systemic lupus erythematosis/sle	Systemic lupus erythematosus	6662	DRB1_301	HC352	0.5429784	4.63E-09	0.077317	0.6536893	2.10E-08	0.0958504	0.7691243	1	0.2438939	6880	6878.2	-1.8	systemic lupus erythematosis/sle	HLA-DRB1
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	systemic lupus erythematosis/sle	Systemic lupus erythematosus	43382	C_701	HC352	0.4900095	7.47E-08	0.0742388	0.5473299	1.82E-05	0.0958903	0.8639266	0.0286541	0.1994772	6909.6	6910.7	1.1	systemic lupus erythematosis/sle	HLA-C
		www.ncbi.nlm.nih.gov/pubmed/28714469	Transancestral mapping and genetic load in systemic lupus erythematosus.	connective tissue disorder	Systemic lupus erythematosus	43203	C_701	HC136	0.22073	4.31E-07	0.034884	0.257998	2.83E-06	0.042765	0.329792	1	0.104842	28662	28662	0	connective tissue disorder	HLA-C
6	31216419	www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	essential hypertension	Coronary heart disease	43644	C_702	HC273	-0.0409161	0.004685397	0.0089207	-0.0394072	0.108816039	0.0104079	-0.088658	1	0.0301373	303064	303066	2	essential hypertension	HLA-C
6	31216419	www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	hypertension	Coronary heart disease	43738	C_702	HC215	-0.0346	0.004148123	0.007506	-0.03547	0.042941453	0.008774	-0.06533	1	0.02515	394916	394918	2	hypertension	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	5127	C_304	HC219	-0.1041785	0.000306517	0.0201766	-0.0985377	0.005722668	0.0216855	-0.2755257	1	0.1043705	141159	141160	1	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	5667	C_303	HC219	-0.2310632	2.72E-16	0.0252927	-0.2212895	6.92E-13	0.0263697	-0.678824	0.232363825	0.181186	141052	141052	0	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	8907	C_501	HC219	0.1874306	1.71E-29	0.0155687	0.1807594	6.92E-13	0.0177841	0.4119773	2.36E-09	0.0566363	141437	141438	1	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	11067	C_602	HC219	-0.1568349	1.84E-12	0.0194153	-0.1716019	1.72E-12	0.021167	-0.1712422	1	0.0873535	141534	141533	-1	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	21597	C_202	HC219	-0.1233595	0.026510379	0.0295754	-0.1200408	0.06281194	0.0304747	-0.350914	1	0.2434936	141619	141621	2	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	22947	C_102	HC219	-0.2909735	1.19E-15	0.0324557	-0.2820105	6.92E-13	0.033179	-0.9786365	1	0.3392649	141603	141603	0	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	24567	C_401	HC219	0.075398	0.037712629	0.0185172	0.0879778	0.012434627	0.0201724	0.0283555	1	0.0884608	141649	141649	0	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	37257	C_1601	HC219	-0.1756552	1.95E-07	0.0271706	-0.1837325	1.81E-07	0.0283153	-0.1715176	1	0.178471	141629	141630	1	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	43467	C_701	HC219	0.1758572	8.07E-37	0.0131733	0.1810606	6.92E-13	0.0160632	0.3355823	1.54E-12	0.0389467	141369	141370	1	hypothyroidism/myxoedema	HLA-C
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	807	B_1501	HC219	-0.313436	5.34E-32	0.025069	-0.308789	6.92E-13	0.026269	-0.717356	0.024877	0.164103	140124	140126	2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	8367	B_2705	HC219	-0.2878926	1.98E-17	0.0305473	-0.2927305	6.92E-13	0.0314826	-0.4254525	1	0.2365373	141072	141074	2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	11607	B_4101	HC219	0.4927108	0.000536187	0.0973393	0.4965767	0.000454335	0.0975	-6.2169757	1	43.9539525	141691	141693	2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	12147	B_4403	HC219	-0.214691	3.54E-15	0.0242465	-0.2141715	6.92E-13	0.0254537	-0.4390377	1	0.1522445	141290	141292	2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	12417	B_4402	HC219	0.1415037	3.50E-15	0.0159823	0.1327332	5.99E-10	0.0180909	0.3364175	8.73E-05	0.0600513	140893	140893	0	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	15927	B_3503	HC219	0.2644932	0.001989801	0.0551916	0.2759419	0.000817963	0.0554877	-8.7971368	1	43.5975265	141183	141181	-2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	16467	B_3501	HC219	0.172956	3.15E-09	0.024366	0.192257	1.22E-10	0.025436	-0.069495	1	0.178847	139587	139582	-5	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	22137	B_5701	HC219	-0.2430713	1.06E-12	0.0298367	-0.2518494	1.34E-12	0.0309416	-0.2613419	1	0.2077	141551	141552	1	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	29427	B_801	HC219	0.1977973	1.86E-40	0.0141636	0.2056339	6.92E-13	0.0166679	0.3628305	5.72E-11	0.0467073	141244	141245	1	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	30507	B_1801	HC219	0.1825879	1.64E-08	0.0266715	0.181199	1.52E-07	0.0278049	0.395834	1	0.1803443	140958	140960	2	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	36717	B_702	HC219	-0.0943863	9.93E-07	0.0152106	-0.0831933	0.002077874	0.0174364	-0.2489269	0.017333879	0.0557217	141190	141190	0	hypothyroidism/myxoedema	HLA-B
6	31050630	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	46167	B_3906	HC219	0.5225804	1.31E-19	0.0525268	0.5268603	6.92E-13	0.0530693	0.6449123	1	0.7723501	141514	141515	1	hypothyroidism/myxoedema	HLA-B
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	1887	DQB1_604	HC219	-0.3269961	1.99E-15	0.0366784	-0.3251943	6.92E-13	0.0373603	-0.748254	1	0.3866867	141493	141495	2	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	4587	DQB1_201	HC219	0.2110318	5.62E-48	0.0139139	0.2017316	6.92E-13	0.0165794	0.4569772	1.54E-12	0.0434987	140934	140935	1	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	7827	DQB1_603	HC219	-0.1719486	6.11E-08	0.0258872	-0.1736309	2.60E-07	0.02701	-0.3076903	1	0.1724047	140909	140911	2	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	8097	DQB1_602	HC219	-0.221683	3.00E-38	0.016289	-0.194182	6.92E-13	0.018169	-0.64228	1.54E-12	0.069671	140305	140295	-10	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	18897	DQB1_301	HC219	0.2015677	8.70E-49	0.0131781	0.2243144	6.92E-13	0.0160251	0.3309276	1.54E-12	0.0397569	140778	140774	-4	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	19167	DQB1_302	HC219	0.068296	0.039833308	0.0168496	0.1075497	1.12E-05	0.0185494	-0.1990011	1	0.0797244	141638	141615	-23	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	19437	DQB1_303	HC219	-0.1065517	0.013138761	0.0245799	-0.0942717	0.15615293	0.0256142	-0.4888854	1	0.1791932	141643	141642	-1	hypothyroidism/myxoedema	HLA-DQB1
6	32695854	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	hypothyroidism/myxoedema	Hypothyroidism	41037	DQB1_501	HC219	-0.0944818	1.65E-05	0.0165331	-0.0889693	0.001903934	0.0185687	-0.2258572	0.611853719	0.0660578	141550	141551	1	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	1887	DQB1_604	HC219	-0.3269961	1.99E-15	0.0366784	-0.3251943	6.92E-13	0.0373603	-0.748254	1	0.3866867	141493	141495	2	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	4587	DQB1_201	HC219	0.2110318	5.62E-48	0.0139139	0.2017316	6.92E-13	0.0165794	0.4569772	1.54E-12	0.0434987	140934	140935	1	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	7827	DQB1_603	HC219	-0.1719486	6.11E-08	0.0258872	-0.1736309	2.60E-07	0.02701	-0.3076903	1	0.1724047	140909	140911	2	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	8097	DQB1_602	HC219	-0.221683	3.00E-38	0.016289	-0.194182	6.92E-13	0.018169	-0.64228	1.54E-12	0.069671	140305	140295	-10	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	18897	DQB1_301	HC219	0.2015677	8.70E-49	0.0131781	0.2243144	6.92E-13	0.0160251	0.3309276	1.54E-12	0.0397569	140778	140774	-4	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	19167	DQB1_302	HC219	0.068296	0.039833308	0.0168496	0.1075497	1.12E-05	0.0185494	-0.1990011	1	0.0797244	141638	141615	-23	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	19437	DQB1_303	HC219	-0.1065517	0.013138761	0.0245799	-0.0942717	0.15615293	0.0256142	-0.4888854	1	0.1791932	141643	141642	-1	hypothyroidism/myxoedema	HLA-DQB1
6	32658715	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	hypothyroidism/myxoedema	Hypothyroidism	41037	DQB1_501	HC219	-0.0944818	1.65E-05	0.0165331	-0.0889693	0.001903934	0.0185687	-0.2258572	0.611853719	0.0660578	141550	141551	1	hypothyroidism/myxoedema	HLA-DQB1
